t,x,y,z
86970,4529.223,5119.283,-298.538
87000,4418.620,5201.630,-481.438
87030,4303.062,5278.143,-663.797
87060,4182.679,5348.738,-845.409
87090,4057.607,5413.336,-1026.071
87120,3927.985,5471.866,-1205.579
87150,3793.961,5524.262,-1383.732
87180,3655.685,5570.467,-1560.331
87210,3513.313,5610.431,-1735.175
87240,3367.004,5644.108,-1908.070
87270,3216.924,5671.464,-2078.822
87300,3063.242,5692.467,-2247.239
87330,2906.129,5707.096,-2413.133
87360,2745.762,5715.336,-2576.317
87390,2582.322,5717.179,-2736.610
87420,2415.992,5712.623,-2893.831
87450,2246.958,5701.675,-3047.805
87480,2075.411,5684.348,-3198.360
87510,1901.543,5660.663,-3345.327
87540,1725.548,5630.649,-3488.543
87570,1547.624,5594.338,-3627.847
87600,1367.970,5551.774,-3763.084
87630,1186.787,5503.006,-3894.104
87660,1004.277,5448.088,-4020.760
87690,820.646,5387.083,-4142.911
87720,636.098,5320.061,-4260.422
87750,450.840,5247.098,-4373.161
87780,265.078,5168.276,-4481.003
87810,79.021,5083.683,-4583.828
87840,-107.125,4993.416,-4681.523
87870,-293.151,4897.577,-4773.978
87900,-478.851,4796.272,-4861.090
87930,-664.016,4689.616,-4942.764
87960,-848.440,4577.729,-5018.908
87990,-1031.918,4460.735,-5089.438
88020,-1214.245,4338.767,-5154.276
88050,-1395.217,4211.960,-5213.350
88080,-1574.635,4080.457,-5266.595
88110,-1752.297,3944.405,-5313.951
88140,-1928.005,3803.955,-5355.367
88170,-2101.564,3659.265,-5390.795
88200,-2272.780,3510.496,-5420.198
88230,-2441.463,3357.814,-5443.543
88260,-2607.425,3201.390,-5460.803
88290,-2770.481,3041.398,-5471.959
88320,-2930.450,2878.016,-5477.000
88350,-3087.152,2711.427,-5475.920
88380,-3240.414,2541.816,-5468.720
88410,-3390.065,2369.372,-5455.407
88440,-3535.937,2194.288,-5435.997
88470,-3677.868,2016.757,-5410.511
88500,-3815.700,1836.979,-5378.977
88530,-3949.278,1655.153,-5341.431
88560,-4078.454,1471.483,-5297.913
88590,-4203.083,1286.171,-5248.473
88620,-4323.026,1099.426,-5193.164
88650,-4438.148,911.454,-5132.047
88680,-4548.321,722.467,-5065.192
88710,-4653.422,532.673,-4992.671
88740,-4753.331,342.286,-4914.566
88770,-4847.939,151.516,-4830.962
88800,-4937.136,-39.423,-4741.953
88830,-5020.825,-230.317,-4647.637
88860,-5098.909,-420.955,-4548.119
88890,-5171.302,-611.122,-4443.510
88920,-5237.921,-800.607,-4333.926
88950,-5298.691,-989.199,-4219.489
88980,-5353.544,-1176.685,-4100.326
89010,-5402.416,-1362.857,-3976.569
89040,-5445.252,-1547.506,-3848.357
89070,-5482.003,-1730.426,-3715.832
89100,-5512.626,-1911.412,-3579.143
89130,-5537.087,-2090.261,-3438.441
89160,-5555.357,-2266.773,-3293.883
89190,-5567.414,-2440.750,-3145.632
89220,-5573.244,-2611.997,-2993.851
89250,-5572.838,-2780.321,-2838.712
89280,-5566.196,-2945.534,-2680.388
89310,-5553.325,-3107.451,-2519.055
89340,-5534.237,-3265.889,-2354.894
89370,-5508.953,-3420.670,-2188.089
89400,-5477.499,-3571.621,-2018.827
89430,-5439.911,-3718.572,-1847.297
89460,-5396.229,-3861.357,-1673.692
89490,-5346.501,-3999.816,-1498.207
89520,-5290.781,-4133.792,-1321.038
89550,-5229.133,-4263.136,-1142.385
89580,-5161.622,-4387.701,-962.447
89610,-5088.325,-4507.347,-781.427
89640,-5009.323,-4621.940,-599.529
89670,-4924.704,-4731.349,-416.956
89700,-4834.561,-4835.453,-233.915
89730,-4738.996,-4934.132,-50.610
89760,-4638.115,-5027.277,132.751
89790,-4532.030,-5114.782,315.964
89820,-4420.861,-5196.548,498.820
89850,-4304.732,-5272.484,681.116
89880,-4183.772,-5342.503,862.645
89910,-4058.117,-5406.527,1043.203
89940,-3927.907,-5464.484,1222.587
89970,-3793.290,-5516.308,1400.595
90000,-3654.415,-5561.940,1577.027
90030,-3511.438,-5601.330,1751.684
90060,-3364.520,-5634.433,1924.369
90090,-3213.826,-5661.212,2094.888
90120,-3059.524,-5681.636,2263.049
90150,-2901.788,-5695.683,2428.663
90180,-2740.795,-5703.337,2591.543
90210,-2576.726,-5704.589,2751.506
90240,-2409.765,-5699.439,2908.372
90270,-2240.099,-5687.892,3061.964
90300,-2067.919,-5669.961,3212.110
90330,-1893.418,-5645.667,3358.641
90360,-1716.792,-5615.036,3501.393
90390,-1538.240,-5578.105,3640.203
90420,-1357.961,-5534.914,3774.918
90450,-1176.159,-5485.512,3905.384
90480,-993.037,-5429.955,4031.456
90510,-808.800,-5368.306,4152.992
90540,-623.657,-5300.635,4269.856
90570,-437.814,-5227.016,4381.916
90600,-251.479,-5147.534,4489.046
90630,-64.863,-5062.278,4591.127
90660,121.826,-4971.344,4688.043
90690,308.379,-4874.834,4779.687
90720,494.586,-4772.856,4865.954
90750,680.238,-4665.526,4946.749
90780,865.127,-4552.964,5021.982
90810,1049.046,-4435.296,5091.566
90840,1231.789,-4312.655,5155.426
90870,1413.150,-4185.179,5213.488
90900,1592.927,-4053.010,5265.689
90930,1770.918,-3916.297,5311.969
90960,1946.924,-3775.194,5352.277
90990,2120.747,-3629.858,5386.568
91020,2292.193,-3480.453,5414.802
91050,2461.069,-3327.146,5436.950
91080,2627.186,-3170.109,5452.985
91110,2790.357,-3009.519,5462.891
91140,2950.401,-2845.555,5466.655
91170,3107.138,-2678.401,5464.274
91200,3260.391,-2508.245,5455.750
91230,3409.990,-2335.276,5441.092
91260,3555.766,-2159.691,5420.318
91290,3697.556,-1981.683,5393.451
91320,3835.200,-1801.455,5360.520
91350,3968.545,-1619.207,5321.562
91380,4097.441,-1435.143,5276.622
91410,4221.743,-1249.471,5225.748
91440,4341.311,-1062.397,5169.000
91470,4456.012,-874.132,5106.438
91500,4565.717,-684.887,5038.135
91530,4670.301,-494.874,4964.167
91560,4769.649,-304.307,4884.616
91590,4863.647,-113.397,4799.571
91620,4952.190,77.639,4709.129
91650,5035.180,268.588,4613.389
91680,5112.521,459.236,4512.461
91710,5184.128,649.369,4406.456
91740,5249.919,838.774,4295.494
91770,5309.821,1027.237,4179.700
91800,5363.765,1214.548,4059.204
91830,5411.691,1400.496,3934.140
91860,5453.546,1584.873,3804.649
91890,5489.281,1767.472,3670.877
91920,5518.856,1948.087,3532.974
91950,5542.237,2126.516,3391.095
91980,5559.399,2302.558,3245.400
92010,5570.322,2476.017,3096.052
92040,5574.992,2646.696,2943.219
92070,5573.406,2814.405,2787.074
92100,5565.564,2978.955,2627.792
92130,5551.475,3140.161,2465.551
92160,5531.154,3297.843,2300.536
92190,5504.626,3451.823,2132.931
92220,5471.918,3601.928,1962.925
92250,5433.069,3747.990,1790.710
92280,5388.121,3889.846,1616.479
92310,5337.126,4027.335,1440.428
92340,5280.141,4160.305,1262.756
92370,5217.229,4288.605,1083.664
92400,5148.463,4412.092,903.351
92430,5073.918,4530.628,722.022
92460,4993.680,4644.080,539.880
92490,4907.839,4752.320,357.131
92520,4816.491,4855.229,173.980
92550,4719.739,4952.690,-9.367
92580,4617.693,5044.596,-192.703
92610,4510.468,5130.843,-375.822
92640,4398.183,5211.336,-558.519
92670,4280.967,5285.985,-740.588
92700,4158.950,5354.706,-921.824
92730,4032.271,5417.425,-1102.023
92760,3901.072,5474.070,-1280.984
92790,3765.500,5524.580,-1458.505
92820,3625.708,5568.899,-1634.387
92850,3481.854,5606.979,-1808.432
92880,3334.100,5638.777,-1980.446
92910,3182.610,5664.259,-2150.236
92940,3027.557,5683.398,-2317.610
92970,2869.114,5696.173,-2482.382
93000,2707.459,5702.571,-2644.368
93030,2542.774,5702.587,-2803.385
93060,2375.243,5696.221,-2959.256
93090,2205.054,5683.482,-3111.807
93120,2032.399,5664.385,-3260.867
93150,1857.471,5638.953,-3406.270
93180,1680.466,5607.215,-3547.853
93210,1501.582,5569.209,-3685.459
93240,1321.019,5524.978,-3818.933
93270,1138.981,5474.572,-3948.128
93300,955.669,5418.050,-4072.898
93330,771.290,5355.474,-4193.106
93360,586.050,5286.917,-4308.617
93390,400.155,5212.456,-4419.303
93420,213.814,5132.176,-4525.041
93450,27.233,5046.166,-4625.713
93480,-159.378,4954.523,-4721.208
93510,-345.811,4857.352,-4811.419
93540,-531.858,4754.760,-4896.246
93570,-717.311,4646.864,-4975.595
93600,-901.965,4533.785,-5049.378
93630,-1085.612,4415.649,-5117.514
93660,-1268.049,4292.588,-5179.926
93690,-1449.072,4164.741,-5236.546
93720,-1628.479,4032.250,-5287.310
93750,-1806.071,3895.264,-5332.163
93780,-1981.649,3753.935,-5371.056
93810,-2155.018,3608.422,-5403.944
93840,-2325.985,3458.887,-5430.791
93870,-2494.360,3305.497,-5451.569
93900,-2659.955,3148.422,-5466.253
93930,-2822.585,2987.839,-5474.827
93960,-2982.069,2823.925,-5477.283
93990,-3138.230,2656.865,-5473.618
94020,-3290.894,2486.843,-5463.834
94050,-3439.889,2314.050,-5447.944
94080,-3585.051,2138.678,-5425.965
94110,-3726.217,1960.921,-5397.921
94140,-3863.229,1780.980,-5363.843
94170,-3995.935,1599.052,-5323.769
94200,-4124.187,1415.343,-5277.743
94230,-4247.840,1230.055,-5225.816
94260,-4366.757,1043.396,-5168.047
94290,-4480.805,855.573,-5104.498
94320,-4589.855,666.796,-5035.240
94350,-4693.786,477.276,-4960.350
94380,-4792.482,287.223,-4879.911
94410,-4885.830,96.850,-4794.012
94440,-4973.727,-93.632,-4702.749
94470,-5056.072,-284.009,-4606.223
94500,-5132.775,-474.069,-4504.541
94530,-5203.747,-663.599,-4397.816
94560,-5268.909,-852.389,-4286.167
94590,-5328.187,-1040.227,-4169.717
94620,-5381.514,-1226.903,-4048.597
94650,-5428.829,-1412.208,-3922.941
94680,-5470.077,-1595.935,-3792.890
94710,-5505.213,-1777.879,-3658.588
94740,-5534.194,-1957.835,-3520.184
94770,-5556.989,-2135.603,-3377.834
94800,-5573.569,-2310.982,-3231.696
94830,-5583.916,-2483.777,-3081.933
94860,-5588.016,-2653.793,-2928.713
94890,-5585.864,-2820.840,-2772.207
94920,-5577.461,-2984.730,-2612.590
94950,-5562.814,-3145.280,-2450.040
94980,-5541.941,-3302.308,-2284.739
95010,-5514.862,-3455.638,-2116.873
95040,-5481.606,-3605.099,-1946.630
95070,-5442.211,-3750.521,-1774.200
95100,-5396.719,-3891.742,-1599.777
95130,-5345.180,-4028.602,-1423.557
95160,-5287.650,-4160.947,-1245.736
95190,-5224.195,-4288.629,-1066.515
95220,-5154.882,-4411.503,-886.096
95250,-5079.791,-4529.432,-704.680
95280,-4999.004,-4642.281,-522.472
95310,-4912.610,-4749.925,-339.676
95340,-4820.707,-4852.241,-156.498
95370,-4723.396,-4949.114,26.856
95400,-4620.787,-5040.436,210.180
95430,-4512.994,-5126.103,393.267
95460,-4400.137,-5206.018,575.911
95490,-4282.343,-5280.092,757.908
95520,-4159.743,-5348.240,939.052
95550,-4032.475,-5410.387,1119.139
95580,-3900.681,-5466.462,1297.967
95610,-3764.510,-5516.401,1475.333
95640,-3624.114,-5560.149,1651.039
95670,-3479.649,-5597.657,1824.887
95700,-3331.280,-5628.881,1996.681
95730,-3179.171,-5653.788,2166.227
95760,-3023.493,-5672.348,2333.334
95790,-2864.422,-5684.542,2497.816
95820,-2702.136,-5690.355,2659.486
95850,-2536.817,-5689.781,2818.162
95880,-2368.650,-5682.821,2973.667
95910,-2197.825,-5669.483,3125.824
95940,-2024.534,-5649.782,3274.463
95970,-1848.970,-5623.740,3419.417
96000,-1671.331,-5591.387,3560.523
96030,-1491.817,-5552.759,3697.622
96060,-1310.629,-5507.901,3830.560
96090,-1127.970,-5456.862,3959.188
96120,-944.045,-5399.700,4083.360
96150,-759.061,-5336.480,4202.939
96180,-573.226,-5267.273,4317.788
96210,-386.748,-5192.157,4427.781
96240,-199.835,-5111.217,4532.792
96270,-12.699,-5024.544,4632.705
96300,174.451,-4932.234,4727.406
96330,361.406,-4834.393,4816.790
96360,547.956,-4731.130,4900.757
96390,733.891,-4622.561,4979.213
96420,919.003,-4508.809,5052.069
96450,1103.084,-4390.001,5119.244
96480,1285.929,-4266.270,5180.662
96510,1467.331,-4137.756,5236.256
96540,1647.089,-4004.602,5285.961
96570,1825.000,-3866.959,5329.724
96600,2000.865,-3724.981,5367.495
96630,2174.486,-3578.826,5399.231
96660,2345.670,-3428.660,5424.897
96690,2514.225,-3274.650,5444.465
96720,2679.961,-3116.969,5457.912
96750,2842.692,-2955.793,5465.224
96780,3002.238,-2791.305,5466.391
96810,3158.417,-2623.687,5461.414
96840,3311.056,-2453.128,5450.296
96870,3459.983,-2279.819,5433.052
96900,3605.032,-2103.955,5409.700
96930,3746.039,-1925.732,5380.267
96960,3882.846,-1745.349,5344.784
96990,4015.301,-1563.011,5303.293
97020,4143.254,-1378.920,5255.839
97050,4266.561,-1193.282,5202.475
97080,4385.084,-1006.307,5143.262
97110,4498.691,-818.204,5078.266
97140,4607.254,-629.183,5007.559
97170,4710.649,-439.456,4931.221
97200,4808.762,-249.237,4849.338
97230,4901.483,-58.738,4762.000
97260,4988.705,131.827,4669.306
97290,5070.333,322.244,4571.361
97320,5146.273,512.299,4468.273
97350,5216.440,701.780,4360.159
97380,5280.755,890.474,4247.139
97410,5339.146,1078.168,4129.342
97440,5391.547,1264.653,4006.898
97470,5437.898,1449.719,3879.946
97500,5478.147,1633.158,3748.628
97530,5512.250,1814.765,3613.091
97560,5540.166,1994.335,3473.489
97590,5561.866,2171.667,3329.977
97620,5577.323,2346.562,3182.718
97650,5586.521,2518.823,3031.877
97680,5589.448,2688.258,2877.623
97710,5586.102,2854.675,2720.130
97740,5576.486,3017.887,2559.575
97770,5560.611,3177.713,2396.140
97800,5538.494,3333.971,2230.007
97830,5510.161,3486.487,2061.364
97860,5475.643,3635.090,1890.401
97890,5434.978,3779.613,1717.309
97920,5388.213,3919.893,1542.285
97950,5335.401,4055.774,1365.525
97980,5276.600,4187.103,1187.228
98010,5211.877,4313.732,1007.595
98040,5141.306,4435.520,826.828
98070,5064.964,4552.331,645.130
98100,4982.939,4664.033,462.706
98130,4895.323,4770.502,279.762
98160,4802.215,4871.619,96.503
98190,4703.719,4967.270,-86.865
98220,4599.947,5057.350,-270.135
98250,4491.015,5141.757,-453.101
98280,4377.047,5220.397,-635.557
98310,4258.170,5293.184,-817.299
98340,4134.520,5360.035,-998.122
98370,4006.234,5420.878,-1177.823
98400,3873.457,5475.644,-1356.199
98430,3736.339,5524.274,-1533.052
98460,3595.035,5566.713,-1708.182
98490,3449.703,5602.916,-1881.393
98520,3300.506,5632.842,-2052.490
98550,3147.613,5656.459,-2221.282
98580,2991.195,5673.742,-2387.579
98610,2831.428,5684.673,-2551.196
98640,2668.491,5689.240,-2711.949
98670,2502.568,5687.440,-2869.658
98700,2333.845,5679.275,-3024.147
98730,2162.511,5664.758,-3175.243
98760,1988.758,5643.903,-3322.777
98790,1812.780,5616.737,-3466.585
98820,1634.776,5583.291,-3606.506
98850,1454.944,5543.604,-3742.384
98880,1273.487,5497.720,-3874.068
98910,1090.605,5445.693,-4001.410
98940,906.506,5387.581,-4124.269
98970,721.394,5323.452,-4242.507
99000,535.476,5253.377,-4355.994
99030,348.961,5177.436,-4464.604
99060,162.055,5095.714,-4568.214
99090,-25.031,5008.304,-4666.711
99120,-212.089,4915.305,-4759.985
99150,-398.910,4816.821,-4847.932
99180,-585.287,4712.962,-4930.455
99210,-771.010,4603.846,-5007.462
99240,-955.874,4489.594,-5078.867
99270,-1139.671,4370.335,-5144.592
99300,-1322.198,4246.203,-5204.564
99330,-1503.250,4117.335,-5258.716
99360,-1682.626,3983.878,-5306.988
99390,-1860.127,3845.979,-5349.327
99420,-2035.553,3703.792,-5385.686
99450,-2208.711,3557.477,-5416.024
99480,-2379.407,3407.197,-5440.309
99510,-2547.451,3253.119,-5458.513
99540,-2712.656,3095.416,-5470.616
99570,-2874.837,2934.262,-5476.605
99600,-3033.815,2769.839,-5476.473
99630,-3189.411,2602.328,-5470.220
99660,-3341.453,2431.917,-5457.853
99690,-3489.770,2258.796,-5439.387
99720,-3634.198,2083.157,-5414.840
99750,-3774.575,1905.197,-5384.241
99780,-3910.745,1725.112,-5347.623
99810,-4042.555,1543.105,-5305.027
99840,-4169.859,1359.377,-5256.500
99870,-4292.513,1174.134,-5202.096
99900,-4410.381,987.581,-5141.875
99930,-4523.331,799.928,-5075.903
99960,-4631.236,611.382,-5004.255
99990,-4733.975,422.154,-4927.008
100020,-4831.433,232.455,-4844.250
100050,-4923.500,42.496,-4756.071
100080,-5010.073,-147.509,-4662.570
100110,-5091.054,-337.350,-4563.851
100140,-5166.353,-526.815,-4460.023
100170,-5235.883,-715.691,-4351.201
100200,-5299.567,-903.768,-4237.506
100230,-5357.332,-1090.836,-4119.066
100260,-5409.113,-1276.685,-3996.012
100290,-5454.851,-1461.108,-3868.480
100320,-5494.493,-1643.898,-3736.613
100350,-5527.993,-1824.851,-3600.558
100380,-5555.315,-2003.764,-3460.467
100410,-5576.424,-2180.436,-3316.496
100440,-5591.298,-2354.670,-3168.805
100470,-5599.917,-2526.270,-3017.560
100500,-5602.271,-2695.044,-2862.929
100530,-5598.357,-2860.802,-2705.086
100560,-5588.177,-3023.358,-2544.207
100590,-5571.741,-3182.530,-2380.472
100620,-5549.068,-3338.139,-2214.064
100650,-5520.180,-3490.010,-2045.170
100680,-5485.110,-3637.972,-1873.978
100710,-5443.896,-3781.859,-1700.682
100740,-5396.583,-3921.508,-1525.475
100770,-5343.222,-4056.764,-1348.553
100800,-5283.873,-4187.473,-1170.116
100830,-5218.601,-4313.488,-990.364
100860,-5147.479,-4434.667,-809.498
100890,-5070.585,-4550.875,-627.722
100920,-4988.005,-4661.979,-445.240
100950,-4899.832,-4767.855,-262.258
100980,-4806.162,-4868.383,-78.980
101010,-4707.102,-4963.450,104.386
101040,-4602.760,-5052.948,287.635
101070,-4493.255,-5136.778,470.560
101100,-4378.708,-5214.844,652.956
101130,-4259.248,-5287.059,834.617
101160,-4135.008,-5353.340,1015.339
101190,-4006.127,-5413.613,1194.918
101220,-3872.751,-5467.811,1373.152
101250,-3735.027,-5515.872,1549.841
101280,-3593.112,-5557.742,1724.785
101310,-3447.164,-5593.374,1897.788
101340,-3297.346,-5622.728,2068.655
101370,-3143.827,-5645.771,2237.193
101400,-2986.780,-5662.476,2403.214
101430,-2826.380,-5672.826,2566.529
101460,-2662.808,-5676.809,2726.955
101490,-2496.246,-5674.419,2884.311
101520,-2326.884,-5665.661,3038.422
101550,-2154.909,-5650.544,3189.112
101580,-1980.516,-5629.086,3336.213
101610,-1803.900,-5601.310,3479.560
101640,-1625.260,-5567.248,3618.991
101670,-1444.797,-5526.938,3754.349
101700,-1262.712,-5480.427,3885.482
101730,-1079.210,-5427.767,4012.243
101760,-894.497,-5369.016,4134.490
101790,-708.781,-5304.242,4252.085
101820,-522.269,-5233.517,4364.896
101850,-335.172,-5156.921,4472.796
101880,-147.699,-5074.540,4575.666
101910,39.940,-4986.467,4673.388
101940,227.534,-4892.802,4765.853
101970,414.873,-4793.649,4852.959
102000,601.747,-4689.120,4934.606
102030,787.946,-4579.332,5010.704
102060,973.261,-4464.409,5081.167
102090,1157.485,-4344.480,5145.917
102120,1340.411,-4219.680,5204.880
102150,1521.834,-4090.149,5257.991
102180,1701.551,-3956.032,5305.190
102210,1879.360,-3817.479,5346.424
102240,2055.062,-3674.647,5381.648
102270,2228.460,-3527.695,5410.821
102300,2399.360,-3376.789,5433.911
102330,2567.571,-3222.097,5450.893
102360,2732.903,-3063.793,5461.746
102390,2895.171,-2902.055,5466.460
102420,3054.194,-2737.063,5465.028
102450,3209.793,-2569.003,5457.453
102480,3361.794,-2398.064,5443.743
102510,3510.026,-2224.436,5423.913
102540,3654.324,-2048.314,5397.985
102570,3794.524,-1869.896,5365.989
102600,3930.471,-1689.382,5327.960
102630,4062.011,-1506.974,5283.941
102660,4188.997,-1322.876,5233.981
102690,4311.287,-1137.295,5178.136
102720,4428.742,-950.438,5116.468
102750,4541.231,-762.516,5049.047
102780,4648.628,-573.739,4975.949
102810,4750.812,-384.319,4897.254
102840,4847.668,-194.467,4813.052
102870,4939.088,-4.398,4723.437
102900,5024.967,185.677,4628.509
102930,5105.211,375.543,4528.375
102960,5179.728,564.989,4423.146
102990,5248.434,753.800,4312.942
103020,5311.252,941.766,4197.886
103050,5368.112,1128.675,4078.107
103080,5418.949,1314.317,3953.739
103110,5463.705,1498.485,3824.922
103140,5502.330,1680.972,3691.802
103170,5534.781,1861.572,3554.527
103200,5561.021,2040.083,3413.251
103230,5581.020,2216.305,3268.134
103260,5594.755,2390.039,3119.339
103290,5602.211,2561.091,2967.034
103320,5603.380,2729.268,2811.388
103350,5598.259,2894.382,2652.578
103380,5586.854,3056.247,2490.783
103410,5569.178,3214.682,2326.183
103440,5545.251,3369.508,2158.966
103470,5515.100,3520.553,1989.318
103500,5478.758,3667.645,1817.431
103530,5436.267,3810.621,1643.498
103560,5387.674,3949.320,1467.715
103590,5333.034,4083.586,1290.280
103620,5272.408,4213.268,1111.393
103650,5205.865,4338.223,931.255
103680,5133.480,4458.308,750.069
103710,5055.334,4573.391,568.039
103740,4971.516,4683.342,385.370
103770,4882.119,4788.038,202.267
103800,4787.246,4887.362,18.937
103830,4687.001,4981.203,-164.415
103860,4581.500,5069.457,-347.581
103890,4470.859,5152.026,-530.357
103920,4355.205,5228.816,-712.536
103950,4234.668,5299.744,-893.915
103980,4109.383,5364.729,-1074.288
104010,3979.491,5423.701,-1253.453
104040,3845.138,5476.593,-1431.210
104070,3706.477,5523.348,-1607.358
104100,3563.662,5563.914,-1781.700
104130,3416.855,5598.247,-1954.040
104160,3266.221,5626.309,-2124.185
104190,3111.929,5648.070,-2291.945
104220,2954.152,5663.506,-2457.131
104250,2793.068,5672.602,-2619.559
104280,2628.858,5675.349,-2779.046
104310,2461.705,5671.744,-2935.414
104340,2291.799,5661.794,-3088.489
104370,2119.328,5645.509,-3238.099
104400,1944.488,5622.911,-3384.077
104430,1767.472,5594.024,-3526.260
104460,1588.481,5558.884,-3664.489
104490,1407.714,5517.529,-3798.611
104520,1225.374,5470.008,-3928.475
104550,1041.665,5416.375,-4053.938
104580,856.791,5356.691,-4174.858
104610,670.961,5291.024,-4291.103
104640,484.382,5219.448,-4402.541
104670,297.262,5142.045,-4509.050
104700,109.809,5058.900,-4610.511
104730,-77.765,4970.109,-4706.811
104760,-265.253,4875.772,-4797.844
104790,-452.445,4775.993,-4883.507
104820,-639.132,4670.887,-4963.707
104850,-825.107,4560.569,-5038.354
104880,-1010.160,4445.165,-5107.366
104910,-1194.088,4324.804,-5170.665
104940,-1376.684,4199.620,-5228.182
104970,-1557.745,4069.753,-5279.853
105000,-1737.069,3935.349,-5325.621
105030,-1914.456,3796.558,-5365.436
105060,-2089.710,3653.535,-5399.252
105090,-2262.634,3506.439,-5427.033
105120,-2433.036,3355.435,-5448.748
105150,-2600.726,3200.691,-5464.372
105180,-2765.518,3042.380,-5473.890
105210,-2927.228,2880.678,-5477.289
105240,-3085.675,2715.766,-5474.567
105270,-3240.684,2547.827,-5465.726
105300,-3392.080,2377.049,-5450.776
105330,-3539.696,2203.621,-5429.733
105360,-3683.367,2027.737,-5402.622
105390,-3822.932,1849.593,-5369.472
105420,-3958.236,1669.387,-5330.319
105450,-4089.126,1487.320,-5285.207
105480,-4215.458,1303.595,-5234.186
105510,-4337.090,1118.416,-5177.313
105540,-4453.886,931.990,-5114.650
105570,-4565.714,744.525,-5046.267
105600,-4672.450,556.230,-4972.240
105630,-4773.974,367.314,-4892.650
105660,-4870.172,177.988,-4807.586
105690,-4960.936,-11.537,-4717.143
105720,-5046.163,-201.048,-4621.421
105750,-5125.758,-390.335,-4520.526
105780,-5199.631,-579.187,-4414.570
105810,-5267.699,-767.391,-4303.671
105840,-5329.884,-954.739,-4187.953
105870,-5386.115,-1141.020,-4067.544
105900,-5436.330,-1326.027,-3942.578
105930,-5480.470,-1509.552,-3813.194
105960,-5518.486,-1691.390,-3679.537
105990,-5550.333,-1871.337,-3541.755
106020,-5575.975,-2049.193,-3400.002
106050,-5595.382,-2224.756,-3254.437
106080,-5608.531,-2397.832,-3105.222
106110,-5615.406,-2568.225,-2952.523
106140,-5615.999,-2735.745,-2796.512
106170,-5610.306,-2900.204,-2637.362
106200,-5598.334,-3061.416,-2475.252
106230,-5580.095,-3219.201,-2310.363
106260,-5555.608,-3373.381,-2142.880
106290,-5524.899,-3523.784,-1972.990
106320,-5488.002,-3670.240,-1800.884
106350,-5444.957,-3812.584,-1626.755
106380,-5395.811,-3950.656,-1450.798
106410,-5340.618,-4084.301,-1273.211
106440,-5279.439,-4213.369,-1094.193
106470,-5212.343,-4337.713,-913.945
106500,-5139.402,-4457.194,-732.669
106530,-5060.699,-4571.678,-550.569
106560,-4976.321,-4681.034,-367.850
106590,-4886.361,-4785.141,-184.718
106620,-4790.921,-4883.880,-1.377
106650,-4690.106,-4977.141,181.964
106680,-4584.029,-5064.817,365.102
106710,-4472.809,-5146.812,547.828
106740,-4356.570,-5223.031,729.938
106770,-4235.443,-5293.389,911.226
106800,-4109.562,-5357.806,1091.489
106830,-3979.070,-5416.211,1270.524
106860,-3844.111,-5468.537,1448.129
106890,-3704.838,-5514.725,1624.103
106920,-3561.407,-5554.724,1798.250
106950,-3413.978,-5588.487,1970.373
106980,-3262.717,-5615.978,2140.277
107010,-3107.794,-5637.166,2307.773
107040,-2949.383,-5652.026,2472.671
107070,-2787.661,-5660.542,2634.786
107100,-2622.810,-5662.704,2793.935
107130,-2455.015,-5658.511,2949.939
107160,-2284.465,-5647.966,3102.623
107190,-2111.351,-5631.083,3251.815
107220,-1935.868,-5607.880,3397.347
107250,-1758.212,-5578.383,3539.055
107280,-1578.582,-5542.627,3676.781
107310,-1397.182,-5500.650,3810.369
107340,-1214.213,-5452.502,3939.670
107370,-1029.882,-5398.235,4064.537
107400,-844.396,-5337.912,4184.832
107430,-657.963,-5271.600,4300.418
107460,-470.791,-5199.374,4411.166
107490,-283.091,-5121.316,4516.951
107520,-95.074,-5037.513,4617.656
107550,93.050,-4948.059,4713.166
107580,281.070,-4853.056,4803.375
107610,468.774,-4752.610,4888.182
107640,655.953,-4646.834,4967.492
107670,842.396,-4535.847,5041.215
107700,1027.895,-4419.774,5109.269
107730,1212.241,-4298.744,5171.577
107760,1395.227,-4172.895,5228.071
107790,1576.649,-4042.368,5278.687
107820,1756.304,-3907.308,5323.367
107850,1933.989,-3767.867,5362.062
107880,2109.507,-3624.203,5394.729
107910,2282.659,-3476.475,5421.331
107940,2453.252,-3324.850,5441.839
107970,2621.096,-3169.498,5456.228
108000,2786.001,-3010.593,5464.484
108030,2947.782,-2848.313,5466.597
108060,3106.260,-2682.840,5462.564
108090,3261.255,-2514.360,5452.391
108120,3412.594,-2343.061,5436.088
108150,3560.108,-2169.135,5413.673
108180,3703.630,-1992.777,5385.173
108210,3843.001,-1814.186,5350.618
108240,3978.063,-1633.560,5310.048
108270,4108.665,-1451.103,5263.507
108300,4234.661,-1267.020,5211.049
108330,4355.908,-1081.515,5152.731
108360,4472.272,-894.798,5088.619
108390,4583.620,-707.077,5018.785
108420,4689.829,-518.564,4943.308
108450,4790.778,-329.469,4862.271
108480,4886.355,-140.004,4775.765
108510,4976.451,49.617,4683.888
108540,5060.965,239.183,4586.743
108570,5139.802,428.481,4484.438
108600,5212.874,617.298,4377.088
108630,5280.098,805.422,4264.815
108660,5341.399,992.643,4147.743
108690,5396.706,1178.751,4026.004
108720,5445.959,1363.535,3899.736
108750,5489.100,1546.790,3769.079
108780,5526.082,1728.309,3634.181
