t,x,y,z
64110,5336.444,3875.753,1809.316
64140,5288.382,4016.840,1635.293
64170,5234.384,4153.418,1459.429
64200,5174.512,4285.335,1281.923
64230,5108.832,4412.442,1102.974
64260,5037.419,4534.597,922.784
64290,4960.353,4651.664,741.555
64320,4877.721,4763.511,559.492
64350,4789.616,4870.012,376.799
64380,4696.137,4971.050,193.682
64410,4597.389,5066.511,10.348
64440,4493.484,5156.289,-172.999
64470,4384.539,5240.283,-356.151
64500,4270.677,5318.399,-538.902
64530,4152.026,5390.552,-721.047
64560,4028.719,5456.660,-902.381
64590,3900.895,5516.651,-1082.701
64620,3768.698,5570.458,-1261.804
64650,3632.278,5618.021,-1439.489
64680,3491.787,5659.289,-1615.555
64710,3347.384,5694.216,-1789.807
64740,3199.231,5722.763,-1962.048
64770,3047.495,5744.901,-2132.085
64800,2892.345,5760.605,-2299.728
64830,2733.958,5769.860,-2464.788
64860,2572.509,5772.655,-2627.082
64890,2408.181,5768.988,-2786.426
64920,2241.159,5758.866,-2942.644
64950,2071.629,5742.301,-3095.560
64980,1899.781,5719.312,-3245.004
65010,1725.809,5689.927,-3390.808
65040,1549.907,5654.179,-3532.809
65070,1372.272,5612.110,-3670.850
65100,1193.103,5563.768,-3804.777
65130,1012.601,5509.208,-3934.439
65160,830.968,5448.493,-4059.693
65190,648.406,5381.691,-4180.399
65220,465.120,5308.878,-4296.422
65250,281.315,5230.136,-4407.634
65280,97.195,5145.555,-4513.911
65310,-87.033,5055.230,-4615.134
65340,-271.164,4959.263,-4711.192
65370,-454.992,4857.761,-4801.977
65400,-638.312,4750.839,-4887.389
65430,-820.921,4638.616,-4967.334
65460,-1002.614,4521.219,-5041.721
65490,-1183.188,4398.780,-5110.469
65520,-1362.443,4271.435,-5173.503
65550,-1540.179,4139.327,-5230.750
65580,-1716.197,4002.604,-5282.150
65610,-1890.303,3861.419,-5327.643
65640,-2062.300,3715.929,-5367.181
65670,-2232.000,3566.297,-5400.719
65700,-2399.211,3412.690,-5428.221
65730,-2563.748,3255.279,-5449.655
65760,-2725.428,3094.240,-5464.998
65790,-2884.070,2929.752,-5474.233
65820,-3039.499,2762.000,-5477.350
65850,-3191.540,2591.169,-5474.346
65880,-3340.023,2417.451,-5465.223
65910,-3484.785,2241.038,-5449.992
65940,-3625.663,2062.128,-5428.670
65970,-3762.499,1880.919,-5401.280
66000,-3895.142,1697.614,-5367.853
66030,-4023.443,1512.417,-5328.425
66060,-4147.259,1325.533,-5283.040
66090,-4266.451,1137.172,-5231.749
66120,-4380.886,947.543,-5174.609
66150,-4490.437,756.857,-5111.681
66180,-4594.979,565.328,-5043.038
66210,-4694.397,373.167,-4968.753
66240,-4788.578,180.591,-4888.911
66270,-4877.417,-12.187,-4803.598
66300,-4960.814,-204.951,-4712.911
66330,-5038.674,-397.487,-4616.949
66360,-5110.911,-589.579,-4515.820
66390,-5177.442,-781.013,-4409.635
66420,-5238.193,-971.574,-4298.513
66450,-5293.094,-1161.051,-4182.578
66480,-5342.083,-1349.231,-4061.957
66510,-5385.104,-1535.904,-3936.786
66540,-5422.109,-1720.861,-3807.204
66570,-5453.054,-1903.894,-3673.355
66600,-5477.904,-2084.800,-3535.388
66630,-5496.629,-2263.374,-3393.458
66660,-5509.209,-2439.418,-3247.723
66690,-5515.627,-2612.734,-3098.345
66720,-5515.875,-2783.126,-2945.491
66750,-5509.951,-2950.405,-2789.333
66780,-5497.862,-3114.383,-2630.045
66810,-5479.619,-3274.874,-2467.804
66840,-5455.242,-3431.700,-2302.793
66870,-5424.757,-3584.683,-2135.196
66900,-5388.197,-3733.651,-1965.202
66930,-5345.601,-3878.438,-1793.000
66960,-5297.018,-4018.880,-1618.784
66990,-5242.499,-4154.819,-1442.749
67020,-5182.105,-4286.102,-1265.092
67050,-5115.903,-4412.581,-1086.014
67080,-5043.967,-4534.114,-905.715
67110,-4966.375,-4650.563,-724.398
67140,-4883.215,-4761.798,-542.266
67170,-4794.579,-4867.694,-359.524
67200,-4700.566,-4968.130,-176.378
67230,-4601.280,-5062.993,6.967
67260,-4496.833,-5152.177,190.303
67290,-4387.341,-5235.581,373.426
67320,-4272.926,-5313.111,556.128
67350,-4153.717,-5384.679,738.205
67380,-4029.847,-5450.205,919.451
67410,-3901.454,-5509.614,1099.662
67440,-3768.683,-5562.841,1278.635
67470,-3631.683,-5609.824,1456.170
67500,-3490.606,-5650.511,1632.066
67530,-3345.612,-5684.856,1806.124
67560,-3196.862,-5712.820,1978.150
67590,-3044.525,-5734.372,2147.949
67620,-2888.770,-5749.488,2315.330
67650,-2729.772,-5758.150,2480.106
67680,-2567.711,-5760.350,2642.089
67710,-2402.768,-5756.084,2801.099
67740,-2235.128,-5745.357,2956.956
67770,-2064.979,-5728.183,3109.485
67800,-1892.513,-5704.579,3258.515
67830,-1717.923,-5674.573,3403.877
67860,-1541.404,-5638.199,3545.408
67890,-1363.156,-5595.498,3682.950
67920,-1183.379,-5546.519,3816.347
67950,-1002.274,-5491.315,3945.450
67980,-820.044,-5429.951,4070.113
68010,-636.894,-5362.494,4190.197
68040,-453.030,-5289.021,4305.567
68070,-268.657,-5209.615,4416.093
68100,-83.983,-5124.365,4521.651
68130,100.785,-5033.366,4622.123
68160,285.440,-4936.723,4717.396
68190,469.775,-4834.542,4807.364
68220,653.583,-4726.940,4891.924
68250,836.658,-4614.036,4970.983
68280,1018.795,-4495.959,5044.452
68310,1199.789,-4372.840,5112.248
68340,1379.439,-4244.818,5174.296
68370,1557.541,-4112.037,5230.526
68400,1733.897,-3974.645,5280.876
68430,1908.309,-3832.797,5325.287
68460,2080.582,-3686.652,5363.712
68490,2250.523,-3536.375,5396.107
68520,2417.940,-3382.133,5422.435
68550,2582.647,-3224.099,5442.668
68580,2744.459,-3062.451,5456.782
68610,2903.194,-2897.371,5464.762
68640,3058.675,-2729.042,5466.599
68670,3210.727,-2557.655,5462.290
68700,3359.180,-2383.400,5451.841
68730,3503.867,-2206.473,5435.263
68760,3644.627,-2027.073,5412.576
68790,3781.301,-1845.401,5383.803
68820,3913.736,-1661.660,5348.978
68850,4041.783,-1476.056,5308.139
68880,4165.299,-1288.797,5261.333
68910,4284.145,-1100.093,5208.611
68940,4398.187,-910.156,5150.032
68970,4507.299,-719.198,5085.663
69000,4611.356,-527.434,5015.575
69030,4710.242,-335.079,4939.847
69060,4803.846,-142.347,4858.564
69090,4892.063,50.544,4771.817
69120,4974.794,243.378,4679.703
69150,5051.944,435.940,4582.325
69180,5123.428,628.012,4479.793
69210,5189.165,819.380,4372.222
69240,5249.081,1009.829,4259.732
69270,5303.108,1199.145,4142.450
69300,5351.186,1387.116,4020.507
69330,5393.260,1573.530,3894.040
69360,5429.282,1758.179,3763.192
69390,5459.212,1940.855,3628.109
69420,5483.016,2121.353,3488.944
69450,5500.667,2299.470,3345.852
69480,5512.145,2475.007,3198.995
69510,5517.436,2647.766,3048.537
69540,5516.535,2817.554,2894.648
69570,5509.443,2984.179,2737.501
69600,5496.167,3147.454,2577.273
69630,5476.722,3307.197,2414.144
69660,5451.129,3463.228,2248.298
69690,5419.418,3615.372,2079.921
69720,5381.625,3763.458,1909.202
69750,5337.791,3907.319,1736.335
69780,5287.965,4046.795,1561.514
69810,5232.205,4181.729,1384.935
69840,5170.572,4311.970,1206.797
69870,5103.137,4437.371,1027.300
69900,5029.974,4557.793,846.648
69930,4951.167,4673.099,665.043
69960,4866.805,4783.162,482.690
69990,4776.981,4887.859,299.794
70020,4681.798,4987.071,116.560
70050,4581.363,5080.689,-66.805
70080,4475.789,5168.607,-250.095
70110,4365.195,5250.728,-433.103
70140,4249.705,5326.961,-615.625
70170,4129.450,5397.220,-797.454
70200,4004.565,5461.428,-978.386
70230,3875.190,5519.513,-1158.219
70260,3741.472,5571.412,-1336.749
70290,3603.561,5617.066,-1513.778
70320,3461.611,5656.426,-1689.105
70350,3315.784,5689.449,-1862.534
70380,3166.242,5716.098,-2033.872
70410,3013.153,5736.346,-2202.924
70440,2856.691,5750.170,-2369.503
70470,2697.030,5757.556,-2533.422
70500,2534.351,5758.497,-2694.497
70530,2368.835,5752.993,-2852.547
70560,2200.668,5741.051,-3007.397
70590,2030.039,5722.687,-3158.873
70620,1857.139,5697.922,-3306.805
70650,1682.163,5666.785,-3451.029
70680,1505.306,5629.311,-3591.383
70710,1326.766,5585.545,-3727.711
70740,1146.743,5535.536,-3859.861
70770,965.439,5479.341,-3987.686
70800,783.056,5417.024,-4111.043
70830,599.798,5348.656,-4229.794
70860,415.871,5274.315,-4343.809
70890,231.479,5194.084,-4452.959
70920,46.828,5108.054,-4557.123
70950,-137.874,5016.323,-4656.186
70980,-322.423,4918.992,-4750.038
71010,-506.612,4816.173,-4838.574
71040,-690.236,4707.980,-4921.697
71070,-873.090,4594.535,-4999.313
71100,-1054.969,4475.965,-5071.337
71130,-1235.673,4352.403,-5137.689
71160,-1414.998,4223.988,-5198.296
71190,-1592.746,4090.862,-5253.090
71220,-1768.718,3953.176,-5302.011
71250,-1942.717,3811.082,-5345.004
71280,-2114.552,3664.741,-5382.021
71310,-2284.029,3514.314,-5413.023
71340,-2450.961,3359.970,-5437.975
71370,-2615.160,3201.881,-5456.848
71400,-2776.446,3040.224,-5469.622
71430,-2934.637,2875.179,-5476.284
71460,-3089.557,2706.929,-5476.824
71490,-3241.034,2535.663,-5471.244
71520,-3388.899,2361.570,-5459.549
71550,-3532.987,2184.846,-5441.752
71580,-3673.138,2005.686,-5417.873
71610,-3809.194,1824.291,-5387.938
71640,-3941.005,1640.863,-5351.981
71670,-4068.422,1455.605,-5310.040
71700,-4191.304,1268.725,-5262.163
71730,-4309.513,1080.430,-5208.403
71760,-4422.917,890.931,-5148.819
71790,-4531.388,700.438,-5083.477
71820,-4634.806,509.164,-5012.449
71850,-4733.055,317.322,-4935.815
71880,-4826.023,125.126,-4853.659
71910,-4913.608,-67.210,-4766.073
71940,-4995.709,-259.471,-4673.153
71970,-5072.234,-451.442,-4575.003
72000,-5143.098,-642.909,-4471.732
72030,-5208.220,-833.658,-4363.454
72060,-5267.527,-1023.477,-4250.291
72090,-5320.951,-1212.152,-4132.367
72120,-5368.431,-1399.474,-4009.814
72150,-5409.914,-1585.232,-3882.769
72180,-5445.352,-1769.218,-3751.373
72210,-5474.703,-1951.227,-3615.773
72240,-5497.935,-2131.055,-3476.119
72270,-5515.020,-2308.501,-3332.568
72300,-5525.937,-2483.365,-3185.279
72330,-5530.674,-2655.451,-3034.418
72360,-5529.223,-2824.566,-2880.152
72390,-5521.586,-2990.521,-2722.655
72420,-5507.769,-3153.129,-2562.102
72450,-5487.787,-3312.208,-2398.673
72480,-5461.661,-3467.579,-2232.551
72510,-5429.419,-3619.066,-2063.922
72540,-5391.097,-3766.501,-1892.974
72570,-5346.735,-3909.716,-1719.901
72600,-5296.384,-4048.551,-1544.895
72630,-5240.098,-4182.850,-1368.153
72660,-5177.939,-4312.461,-1189.874
72690,-5109.976,-4437.238,-1010.257
72720,-5036.285,-4557.041,-829.505
72750,-4956.948,-4671.735,-647.819
72780,-4872.052,-4781.190,-465.406
72810,-4781.692,-4885.284,-282.469
72840,-4685.969,-4983.898,-99.214
72870,-4584.990,-5076.921,84.152
72900,-4478.867,-5164.250,267.424
72930,-4367.720,-5245.784,450.395
72960,-4251.671,-5321.433,632.859
72990,-4130.852,-5391.110,814.611
73020,-4005.398,-5454.738,995.446
73050,-3875.448,-5512.244,1175.161
73080,-3741.149,-5563.564,1353.553
73110,-3602.652,-5608.640,1530.422
73140,-3460.111,-5647.421,1705.569
73170,-3313.686,-5679.863,1878.795
73200,-3163.542,-5705.931,2049.907
73230,-3009.847,-5725.593,2218.712
73260,-2852.773,-5738.829,2385.019
73290,-2692.498,-5745.624,2548.642
73320,-2529.201,-5745.970,2709.396
73350,-2363.064,-5739.866,2867.100
73380,-2194.276,-5727.321,3021.578
73410,-2023.025,-5708.347,3172.654
73440,-1849.503,-5682.967,3320.160
73470,-1673.906,-5651.209,3463.929
73500,-1496.430,-5613.109,3603.800
73530,-1317.276,-5568.711,3739.615
73560,-1136.643,-5518.064,3871.223
73590,-954.734,-5461.225,3998.474
73620,-771.755,-5398.259,4121.226
73650,-587.909,-5329.236,4239.342
73680,-403.404,-5254.235,4352.688
73710,-218.447,-5173.339,4461.138
73740,-33.244,-5086.640,4564.569
73770,151.996,-4994.236,4662.866
73800,337.065,-4896.231,4755.918
73830,521.756,-4792.734,4843.621
73860,705.862,-4683.862,4925.877
73890,889.177,-4569.737,5002.593
73920,1071.494,-4450.488,5073.683
73950,1252.610,-4326.249,5139.069
73980,1432.322,-4197.159,5198.675
74010,1610.427,-4063.363,5252.437
74040,1786.727,-3925.012,5300.293
74070,1961.024,-3782.260,5342.190
74100,2133.122,-3635.268,5378.081
74130,2302.829,-3484.200,5407.925
74160,2469.954,-3329.227,5431.691
74190,2634.311,-3170.521,5449.350
74220,2795.714,-3008.262,5460.883
74250,2953.984,-2842.630,5466.277
74280,3108.942,-2673.812,5465.526
74310,3260.415,-2501.996,5458.631
74340,3408.233,-2327.376,5445.600
74370,3552.231,-2150.147,5426.447
74400,3692.246,-1970.507,5401.194
74430,3828.123,-1788.658,5369.869
74460,3959.708,-1604.805,5332.507
74490,4086.853,-1419.152,5289.149
74520,4209.417,-1231.908,5239.845
74550,4327.261,-1043.282,5184.650
74580,4440.253,-853.487,5123.625
74610,4548.267,-662.735,5056.839
74640,4651.181,-471.240,4984.366
74670,4748.879,-279.216,4906.289
74700,4841.251,-86.880,4822.693
74730,4928.194,105.554,4733.674
74760,5009.610,297.870,4639.331
74790,5085.406,489.852,4539.769
74820,5155.499,681.284,4435.101
74850,5219.808,871.952,4325.443
74880,5278.262,1061.642,4210.920
74910,5330.794,1250.141,4091.659
74940,5377.345,1437.237,3967.794
74970,5417.863,1622.721,3839.465
75000,5452.301,1806.384,3706.815
75030,5480.622,1988.020,3569.994
75060,5502.792,2167.425,3429.156
75090,5518.787,2344.397,3284.459
75120,5528.588,2518.739,3136.065
75150,5532.184,2690.254,2984.141
75180,5529.572,2858.749,2828.859
75210,5520.753,3024.036,2670.393
75240,5505.737,3185.928,2508.921
75270,5484.542,3344.245,2344.625
75300,5457.190,3498.808,2177.690
75330,5423.714,3649.443,2008.303
75360,5384.149,3795.983,1836.656
75390,5338.542,3938.262,1662.942
75420,5286.942,4076.120,1487.356
75450,5229.409,4209.404,1310.096
75480,5166.006,4337.963,1131.362
75510,5096.806,4461.654,951.354
75540,5021.886,4580.338,770.275
75570,4941.331,4693.882,588.330
75600,4855.231,4802.159,405.723
75630,4763.683,4905.048,222.659
75660,4666.791,5002.434,39.345
75690,4564.664,5094.208,-144.014
75720,4457.417,5180.268,-327.210
75750,4345.171,5260.518,-510.039
75780,4228.052,5334.869,-692.294
75810,4106.191,5403.238,-873.770
75840,3979.728,5465.549,-1054.265
75870,3848.802,5521.733,-1233.574
75900,3713.564,5571.728,-1411.496
75930,3574.163,5615.479,-1587.832
75960,3430.757,5652.938,-1762.385
75990,3283.508,5684.064,-1934.957
76020,3132.582,5708.823,-2105.355
76050,2978.146,5727.189,-2273.389
76080,2820.377,5739.142,-2438.870
76110,2659.449,5744.670,-2601.614
76140,2495.545,5743.767,-2761.437
76170,2328.849,5736.437,-2918.161
76200,2159.546,5722.689,-3071.610
76230,1987.828,5702.538,-3221.614
76260,1813.886,5676.010,-3368.005
76290,1637.916,5643.134,-3510.618
76320,1460.115,5603.949,-3649.296
76350,1280.682,5558.500,-3783.883
76380,1099.817,5506.839,-3914.229
76410,917.724,5449.025,-4040.189
76440,734.605,5385.123,-4161.622
76470,550.666,5315.207,-4278.394
76500,366.111,5239.354,-4390.375
76530,181.148,5157.652,-4497.440
76560,-4.017,5070.191,-4599.470
76590,-189.178,4977.072,-4696.351
76620,-374.128,4878.397,-4787.976
76650,-558.660,4774.280,-4874.244
76680,-742.569,4664.836,-4955.058
76710,-925.650,4550.188,-5030.329
76740,-1107.698,4430.465,-5099.974
76770,-1288.511,4305.801,-5163.915
76800,-1467.887,4176.336,-5222.081
76830,-1645.626,4042.214,-5274.408
76860,-1821.531,3903.585,-5320.838
76890,-1995.405,3760.605,-5361.320
76920,-2167.054,3613.433,-5395.808
76950,-2336.289,3462.233,-5424.265
76980,-2502.919,3307.174,-5446.659
77010,-2666.760,3148.429,-5462.966
77040,-2827.628,2986.175,-5473.166
77070,-2985.345,2820.594,-5477.250
77100,-3139.736,2651.869,-5475.212
77130,-3290.626,2480.188,-5467.055
77160,-3437.850,2305.743,-5452.788
77190,-3581.242,2128.729,-5432.426
77220,-3720.643,1949.342,-5405.992
77250,-3855.896,1767.782,-5373.516
77280,-3986.851,1584.251,-5335.033
77310,-4113.363,1398.954,-5290.586
77340,-4235.288,1212.098,-5240.224
77370,-4352.491,1023.891,-5184.002
77400,-4464.841,834.542,-5121.984
77430,-4572.211,644.262,-5054.238
77460,-4674.482,453.263,-4980.839
77490,-4771.539,261.759,-4901.868
77520,-4863.273,69.963,-4817.413
77550,-4949.580,-121.911,-4727.567
77580,-5030.364,-313.649,-4632.431
77610,-5105.534,-505.037,-4532.110
77640,-5175.004,-695.861,-4426.716
77670,-5238.696,-885.908,-4316.365
77700,-5296.538,-1074.966,-4201.180
77730,-5348.465,-1262.824,-4081.290
77760,-5394.417,-1449.270,-3956.828
77790,-5434.342,-1634.098,-3827.932
77820,-5468.193,-1817.099,-3694.747
77850,-5495.933,-1998.069,-3557.420
77880,-5517.529,-2176.806,-3416.105
77910,-5532.955,-2353.108,-3270.960
77940,-5542.193,-2526.779,-3122.145
77970,-5545.232,-2697.623,-2969.829
78000,-5542.067,-2865.450,-2814.180
78030,-5532.700,-3030.069,-2655.374
78060,-5517.140,-3191.298,-2493.587
78090,-5495.405,-3348.954,-2329.001
78120,-5467.517,-3502.860,-2161.800
78150,-5433.505,-3652.843,-1992.171
78180,-5393.408,-3798.736,-1820.305
78210,-5347.269,-3940.372,-1646.393
78240,-5295.139,-4077.594,-1470.632
78270,-5237.075,-4210.247,-1293.218
78300,-5173.142,-4338.180,-1114.351
78330,-5103.410,-4461.251,-934.231
78360,-5027.956,-4579.321,-753.060
78390,-4946.865,-4692.256,-571.043
78420,-4860.226,-4799.929,-388.384
78450,-4768.137,-4902.219,-205.288
78480,-4670.699,-4999.010,-21.961
78510,-4568.022,-5090.194,161.391
78540,-4460.221,-5175.667,344.561
78570,-4347.415,-5255.334,527.343
78600,-4229.731,-5329.103,709.532
78630,-4107.301,-5396.893,890.923
78660,-3980.261,-5458.626,1071.311
78690,-3848.755,-5514.234,1250.494
78720,-3712.929,-5563.652,1428.269
78750,-3572.936,-5606.827,1604.436
78780,-3428.933,-5643.708,1778.797
78810,-3281.081,-5674.255,1951.157
78840,-3129.546,-5698.433,2121.320
78870,-2974.499,-5716.215,2289.095
78900,-2816.113,-5727.581,2454.294
78930,-2654.566,-5732.518,2616.731
78960,-2490.040,-5731.020,2776.221
78990,-2322.719,-5723.091,2932.588
79020,-2152.791,-5708.738,3085.653
79050,-1980.446,-5687.978,3235.246
79080,-1805.880,-5660.834,3381.197
79110,-1629.286,-5627.338,3523.343
79140,-1450.864,-5587.526,3661.524
79170,-1270.814,-5541.445,3795.585
79200,-1089.338,-5489.146,3925.375
79230,-906.640,-5430.687,4050.748
79260,-722.925,-5366.136,4171.563
79290,-538.398,-5295.564,4287.685
79320,-353.268,-5219.052,4398.983
79350,-167.741,-5136.685,4505.333
79380,17.974,-5048.556,4606.614
79410,203.668,-4954.764,4702.714
79440,389.135,-4855.416,4793.525
79470,574.164,-4750.622,4878.944
79500,758.550,-4640.500,4958.877
79530,942.085,-4525.174,5033.232
79560,1124.564,-4404.774,5101.928
79590,1305.782,-4279.436,5164.887
79620,1485.536,-4149.298,5222.039
79650,1663.624,-4014.509,5273.319
79680,1839.847,-3875.219,5318.670
79710,2014.007,-3731.584,5358.041
79740,2185.909,-3583.766,5391.389
79770,2355.361,-3431.931,5418.675
79800,2522.173,-3276.248,5439.870
79830,2686.157,-3116.892,5454.950
79860,2847.130,-2954.043,5463.897
79890,3004.911,-2787.882,5466.702
79920,3159.324,-2618.596,5463.362
79950,3310.195,-2446.374,5453.880
79980,3457.356,-2271.410,5438.267
80010,3600.641,-2093.900,5416.541
80040,3739.889,-1914.042,5388.725
80070,3874.945,-1732.039,5354.851
80100,4005.657,-1548.094,5314.957
80130,4131.878,-1362.413,5269.087
80160,4253.466,-1175.205,5217.293
80190,4370.286,-986.680,5159.633
80220,4482.205,-797.048,5096.171
80250,4589.098,-606.522,5026.979
80280,4690.846,-415.316,4952.134
80310,4787.333,-223.644,4871.720
80340,4878.451,-31.722,4785.827
80370,4964.098,160.237,4694.552
80400,5044.178,352.015,4597.996
80430,5118.599,543.399,4496.268
80460,5187.279,734.173,4389.482
80490,5250.140,924.123,4277.759
80520,5307.111,1113.037,4161.222
80550,5358.128,1300.702,4040.004
80580,5403.133,1486.907,3914.241
80610,5442.075,1671.445,3784.073
80640,5474.911,1854.106,3649.647
80670,5501.604,2034.688,3511.114
80700,5522.122,2212.986,3368.629
80730,5536.443,2388.800,3222.354
80760,5544.551,2561.933,3072.451
80790,5546.436,2732.191,2919.091
80820,5542.096,2899.383,2762.445
80850,5531.535,3063.320,2602.690
80880,5514.765,3223.819,2440.005
80910,5491.806,3380.699,2274.574
80940,5462.682,3533.785,2106.583
80970,5427.427,3682.904,1936.220
81000,5386.080,3827.890,1763.678
81030,5338.688,3968.579,1589.151
81060,5285.303,4104.813,1412.835
81090,5225.987,4236.441,1234.929
81120,5160.805,4363.314,1055.633
81150,5089.831,4485.290,875.149
81180,5013.146,4602.233,693.680
81210,4930.835,4714.011,511.430
81240,4842.992,4820.501,328.605
81270,4749.715,4921.581,145.411
81300,4651.109,5017.141,-37.948
81330,4547.286,5107.072,-221.263
81360,4438.363,5191.275,-404.330
81390,4324.462,5269.656,-586.942
81420,4205.711,5342.127,-768.894
81450,4082.245,5408.609,-949.982
81480,3954.202,5469.027,-1130.001
81510,3821.727,5523.315,-1308.750
81540,3684.969,5571.412,-1486.028
81570,3544.081,5613.266,-1661.637
81600,3399.223,5648.831,-1835.378
81630,3250.556,5678.067,-2007.058
81660,3098.249,5700.944,-2176.483
81690,2942.472,5717.437,-2343.464
81720,2783.401,5727.529,-2507.813
81750,2621.214,5731.209,-2669.348
81780,2456.093,5728.474,-2827.886
